"Incident ID",Year,Month,Day,"Country Code",Country,Region,District,City,UN,INGO,ICRC,"NRCS and IFRC",NNGO,Other,"Nationals killed","Nationals wounded","Nationals kidnapped","Total nationals","Internationals killed","Internationals wounded","Internationals kidnapped","Total internationals","Total killed","Total wounded","Total kidnapped","Total affected","Gender Male","Gender Female","Gender Unknown","Means of attack","Attack context",Location,Latitude,Longitude,Motive,"Actor type","Actor name",Details,Verified,Source
#event+id,#date+year,#date+month,#date+day,#country+code,#country+name+i_en,#adm1+name+i_en,#adm2+name+i_en,#adm3+name+i_en,#affected+UN,#affected+INGO,#affected+ICRC,#affected+IFRC,#affected+NGO,#affected+other,#affected+killed+national,#affected+injured+national,#affected+kidnapped+national,#affected+total+national,#affected+killed+international,#affected+injured+international,#affected+kidnapped+international,#affected+total+international,#affected+total+killed,#affected+total+injured,#affected+total+kidnapped,#affected+total,#affected+total+m,#affected+total+f,#affected+total+i,#event+means+i_en,#event+type+i_en,#loc+type+i_en,#geo+lat,#geo+lon,#x_event_motive,#group+type+i_en,#group+name+i_en,#description+i_en,,
2425,2017,4,27,SS,"South Sudan",Jonglei,Akobo,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault",Raid,Home,7.780485,33.00291,Incidental,"Non-state armed group: Subnational",Unknown,"One national staff member was killed during tribal clashes with a conflicting village.",Yes,"Focal Point"
2279,2017,4,27,CF,"Central African Republic",Mbomou,Rafai,Selim,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Kidnap-killing,Ambush,Road,4.94187,23.65574,Political,"Non-state armed group: Regional","Lord's Resistance Army (LRA)","The remains of an NGO aid worker were discovered in Selim. He had been abducted by gunmen with suspected associations to the LRA while travelling on a motorbike between Selim and Rafai.",Yes,"Official Report"
2281,2017,4,29,SY,"Syrian Arab Republic",Hama,"Kafr Zita","Kafr Zita",0,1,0,0,8,0,9,0,0,9,0,0,0,0,9,0,0,9,8,0,1,"Aerial bombardment",Combat/Crossfire,Office/compound,35.374018,36.601294,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","Eight volunteers from a local NGO and one staff member of an INGO were killed during a targeted airstrike against the NGO's center in Kafr Zita, Hama. It is reported that this attack was orchestrated by the Syrian regime or its allies. Bunker busting bombs were reportedly used, which broke through to the underground shelter and killed the team.",Yes,Media
2280,2017,4,30,SY,"Syrian Arab Republic",Idlib,Idlib,"Al Janudeiah",0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,"Project site",35.931027,36.641778,Unknown,"Foreign or coalition forces","Russian Syrian Military Coalition","One Qatar Red Crescent Society (QRCS) volunteer, a photographer, working with a field relief team was killed during an aerial attack while the team he was with carried out a humanitarian mission in Al Janudeiah village, Idlib's rural area.
",Yes,Media
2462,2017,5,2,SY,"Syrian Arab Republic",Hama,"Kafr Zita","Kafr Zita",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Aerial bombardment",Combat/Crossfire,"Project site",35.250118,36.571396,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","A hospital in the area of Mahardah, Hama, that was supported by an INGO, was bombed by Syrian forces and/or their allies. Although the incident has been verified, the supporting agency could not provide the number of partner staff members wounded and the number of casualties. As a default in the Aid Worker Security Database, one causality is noted even though the organization mentioned that there were likely more as a result of this attack.",Yes,"Focal Point"
2476,2017,5,2,AF,Afghanistan,Uruzgan,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,31.391389,64.299722,Political,"Non-state armed group: National",Unknown,"A truck contracted by a UN agency partner was transporting commodities and was stopped by armed Anti Government Elements in Khalaj. The driver was held hostage for several days and released on May 12th.",Yes,"Focal Point"
2282,2017,5,2,SS,"South Sudan",Lakes,"Rumbek Centre",Wulu,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Unknown,Unknown,9.88942,32.718138,Unknown,Unknown,Unknown,"An INGO driver was shot by armed men when a UN-contracted NGO aid convoy delivering humanitarian supplies was attacked in Wulu, Rumbek. He was treated at the hospital. Another UN staff member was slightly injured in the attack (not counted here).",Yes,"Official Report"
2288,2017,5,5,CD,"DR Congo","South Kivu",Mwenga,"Mwenga-Tubimbi Road",0,3,0,0,4,0,0,1,5,6,0,0,1,1,0,1,6,7,1,0,6,Kidnapping,Ambush,Road,-3.037069,28.315887,Unknown,"Non-state armed group: Unknown","Not applicable","Over 30 INGO and NGO staff members were abducted when militiamen ambushed and fired at a convoy of four INGO and NGO vehicles on the Mwenga-Tubimbi road. Most of the abductees were rescued during a rescue operation but six staff members (including one international) were still being held by the militia. One of the drivers was seriously wounded in the attack and taken to the hospital.",Yes,"Official Report"
2495,2017,5,8,IQ,Iraq,Ninewa,Al-Mosul,Mosul,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,"Project site",36.356648,43.164,Incidental,Unknown,Unknown,"In Mosul, one national staff member was shot in the leg by a stray round.",Yes,"Focal Point"
2289,2017,5,14,SS,"South Sudan","Eastern Equatoria",Torit,Torit,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,4.42539,32.614117,Unknown,Unknown,Unknown,"Armed men ambushed two contracted trucks that were returning from Kapoeta to Torit at Idolu. One the contracted truck drivers was killed and the other managed to escape.",Yes,"Official Report"
2491,2017,5,16,AF,Afghanistan,Konar,"Chapa Dara",Gosalak,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Combat/Crossfire,Unknown,34.920175,70.764424,Incidental,Unknown,Unknown,"One national volunteer for the Red Crescent was killed due to fighting in Gosalak village in Kunar province. The circumstances of his death remain unknown.",Yes,"Focal Point"
2290,2017,5,20,AF,Afghanistan,Kabul,Kabul,Kabul,0,3,0,0,0,0,1,0,0,1,1,0,1,2,2,0,1,3,1,2,0,Kidnapping,Raid,Office/compound,34.555349,69.207486,Political,"Non-state armed group: Unknown","Not applicable","One German international aid worker was killed in an INGO guest house after armed attackers ambushed the building. A Finnish aid worker was also kidnapped by the group. In addition, the attackers beheaded a guard at the compound. Details surrounding the incident and the attackers are currently unavailable. On September 14th, the Finnish government confirmed that the aid worker was released after being held captive for 118 days. In a statement, the foreign minister said that they did not pay a ransom for the release of the aid worker.",Yes,Media
2484,2017,5,31,AF,Afghanistan,Kabul,Kabul,Kabul,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Vehicle-born IED",Combat/Crossfire,"Public location",34.555349,69.207486,Incidental,"Non-state armed group: Unknown","Not applicable","A VBIED exploded in the diplomatic quarter, close to Kabul's Zanbaq square. One INGO national staff member was slightly injured in the attack by shrapnel.",Yes,"Focal Point"
2423,2017,6,1,SL,"Sierra Leone","Neya Cheifdom",Krubula,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Mob violence",Unknown,8.460555,-11.779889,Incidental,Unaffiliated,Youths,"This was an unprovoked assault resulting from a spillover of violence from an earlier incident on a motorbike rider who was assigned to an INGO local staff member. The community youth had earlier accused the motorbike rider of assaulting an adolescent who threw an object at the motorbike. They tried to attack the motorbike rider, but he received protection in a police station. The youths decided to attack the INGO local staff member instead.",Yes,"Focal Point"
2299,2017,6,6,KE,Kenya,Garissa,,"Close to Dadaab refugee camo",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,"Landmine ",Ambush,Road,0.086126,40.318966,Political,"Non-state armed group: Regional","Al Shabaab","One Kenyan aid worker was killed when their vehicle hit a landmine not far from Dadaab refugee camp in eastern Garissa. It is reported that the mine was likely planted by Al-Shabaab.",Yes,Media
2295,2017,6,7,CF,"Central African Republic",Bamingui-Bangoran,Ndele,Ndele-Ngolongosso,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Raid,"Public location",8.465411,20.577393,Economic,Unknown,Unknown,"On June 14th, one NGO national staff member was injured during a robbery in Bamingui-Bangoran Prefecture a short distance from Nd",Yes,"Official Report"
2296,2017,6,7,SS,"South Sudan","Central Equatoria",Lainya,"Yei-Lainya Road",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,4.219651,30.964966,Unknown,Unknown,Unknown,"One national aid worker was injured and taken to the hospital when his vehicle was shot at by armed men, 9 miles/15 kilometres from Lainya in Central Equatorial. He was shot when he decided not to stop his car for the two men. The aid worker was taken to Juba for medical treatment.",Yes,"Official Report"
2298,2017,6,7,CD,"DR Congo","North Kivu",Beni,"Lubero, between Kirumba and Beni",0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,0.500805,29.43512,Political,"Non-state armed group: Unknown","Not applicable","One aid worker from the ICRC and one from the national Red Cross were kidnapped on June 7th, between Kirumba and Beni in North Kivu province. The organization did not mention who was responsible for the kidnapping, however, a number of militias are active in that region. Both aid workers were released on June 15th.",Yes,"Official Report"
2477,2017,6,15,AF,Afghanistan,Ghazni,Andar,,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Raid,"Project site",33.316667,68.45,Political,"Non-state armed group: National",Taliban,"One UN agency and one NGO staff member that were working together on a monitoring mission were abducted by the local Taliban group. They were taken and held in Andar district in Ghazni province. They were interviewed by the provincial council and then one of the staff members was brought back to Waghaz and released on June 17th. The other had escaped earlier that day.",Yes,"Focal Point"
2300,2017,6,17,SY,"Syrian Arab Republic",Damascus,Damascus,Damascus,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,33.513807,36.276528,Political,"Non-state armed group: Unknown","Not applicable","A humanitarian convoy composed of multiple agencies was fired upon by a non-state armed group close to a military checkpoint on its way back to Damascus city. As a direct result of this incident, one of the drivers lost control of his vehicle and hit another truck. The driver was injured and evacuated to a hospital in order to receive treatment.",Yes,"Official Report"
2480,2017,6,18,NG,Nigeria,Borno,Ngala,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,12.342068,14.185827,Political,"Non-state armed group: Regional","Boko Haram","One NGO truck carrying food commodities was heading to Gamboru when the vehicle broke down. The driver left to arrange alternative means of transportation, leaving his assistant driver in the truck. Boko Haram insurgents came and looted the provisions and set the vehicle on fire. The assistance driver was abducted and found the following day.",Yes,"Focal Point"
2297,2017,6,18,SY,"Syrian Arab Republic",Damascus,Damascus,Damascus,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Ambush,Road,33.513056,36.291944,Political,Unknown,Unknown,"A staff member of the Syrian Red Crescent was injured in an attack on a humanitarian convoy near the Syrian capital of Damascus. The convoy was targeted when it approached the city and the staff member was shot and seriously wounded. The truck was part of a multi-agency convoy tasked with the mission to deliver food, medicine and supplies to 11,000 people in the town of East Harasta.",Yes,Media
2465,2017,6,19,ML,Mali,Koulikoro,Kati,Yirimandio,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,"Complex attack",Raid,"Public location",12.616598,-7.902098,Political,"Non-state armed group: Regional","Al-Qaeda (affiliated)","One aid worker was killed during a complex terrorist attack on a popular tourist retreat in Yirimandio. Al-Qaeda in the Islamic Maghreb later claimed responsibility for the attack. Gunmen killed five people in the attack. Four of the assailants were killed as well and four others were arrested. According to reports, thirty-two guests were rescued.",Yes,"Focal Point"
2432,2017,6,25,SY,"Syrian Arab Republic",Idlib,Idlib,Idlib,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Vehicle-born IED",Ambush,"Public location",35.931027,36.641778,Incidental,"Non-state armed group: Unknown","Not applicable","One male aid worker was wounded in a VBIED attack that occurred in a public location in Idlib, Syria. He was not the intended target of the attack but was wounded as a result.",Yes,"Focal Point"
2301,2017,6,26,CF,"Central African Republic",Mbomou,Bangassou,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,"Individual attack",Office/compound,4.73357,22.827648,Unknown,"Non-state armed group: National",Anti-Balaka,"One male Red Cross volunteer was killed in Bangassou by an armed group while he was in the organization's compound in an area that is a base for an anti-Balaka affiliated group. There is no further information about this attack.
",Yes,"Official Report"
2328,2017,6,28,SS,"South Sudan",Unity,Pariang,"Pariang, Ajuong Thok",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Bodily assault",Raid,Office/compound,10.147149,30.157471,Economic,Unaffiliated,Youths,"A number of aid workers required medical attention after their office compound was forcefully entered by local youth who physically assaulted both international and national staff. They were reportedly angered by the lack of employment opportunities available to the local community. Exactly how many staff members required medical attention and whether they were national or international staff is currently unknown.",Yes,"Official Report"
2313,2017,7,1,SY,"Syrian Arab Republic","Rural Damascus","Rural Damascus",Zamalka,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Public location",33.526488,36.352518,Political,"Host state","Syrian Armed Forces","A volunteer was reportedly killed by a government-aligned sniper while providing humanitarian services in Zamalka, Eastern Ghouta.",Yes,Media
2485,2017,7,4,AF,Afghanistan,Nangarhar,"Surkh Rod",,0,0,0,0,2,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,Shooting,Ambush,"Project site",34.171831,70.621679,Political,"Non-state armed group: National",Taliban,"A number of staff members from an assessment team (and a local partner to an INGO) were parked outside of a school in the Surkroad district of Nangarhar province. An AOG fired at them, killing one of the national staff members and seriously injuring another. According to a report, there was a change of command within the AOG, which could have contributed to the attack occurring.",Yes,"Focal Point"
2468,2017,7,6,PK,Pakistan,Balochistan,Quetta,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Raid,Home,30.17984,66.974973,Incidental,Unknown,Unknown,"One UN national staff member, on leave from work at the time, was shot dead at his home in Quetta by a 9mm handgun. A security guard watching the premises was also killed. Both were shot multiple times.",Yes,"Focal Point"
2303,2017,7,9,SS,"South Sudan",Jonglei,Pibor,Pibor,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Raid,Office/compound,6.217554,33.438353,Unknown,Unknown,Unknown,"An INGO security guard was assaulted when a group of men forcibly entered an INGO compound. The guard was treated at the hospital and discharged.",Yes,"Official Report"
2368,2017,7,11,SS,"South Sudan",Unity,Panyijiar,"Mathiang, Pagak",3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,Kidnapping,Combat/Crossfire,"Public location",7.471389,30.415,Political,"Non-state armed group: National","Sudan People's Liberation Army-in-Opposition (SPLA-IO)","Three contractors for a UN agency were detained by Sudan People's Liberation Movement-in-Opposition (SPLA-IO) upon their arrival in Pagak after fleeing heavy fighting in Mathiang on July 6th. According to some reports, they are still being held by the group.",Yes,"Focal Point"
2453,2017,7,14,SS,"South Sudan",Jonglei,Pibor,Pibor,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Unknown,Raid,Office/compound,6.800169,33.126717,Economic,Unknown,Unknown,"On July 14th, six to ten armed men broke into an INGO's compound, injuring two staff members and threatening others. According to a report, the organization partially withdrew its team after the violent attack while they were re-evaluating the security situation. How the injured staff received their injuries is not known at this time. Although they are listed as being national staff in the AWSD, that could not be verified. Computers, phones and other office equipment were stolen.
",Yes,"Official Report"
2467,2017,7,14,AF,Afghanistan,Ghazni,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,"Individual attack","Public location",34.473946,67.349694,Political,"Non-state armed group: National",Taliban,"One UN driver was abducted north of Dahwali, Afghanistan, in AGE controlled territory. He was released three days later on July 16th after the intervention of local elders.",Yes,"Focal Point"
